movieId,title,genres
209129,Destination Titan (2011),Documentary
209131,Last Days of the Arctic (2011),Documentary
209133,The Riot and the Dance (2018),(no genres listed)
209135,Jane B. by Agnès V. (1988),Documentary|Fantasy
209137,The Reward's Yours... The Man's Mine (1969),Western
209139,Rimsky-Korsakov (1953),Drama
209141,And They Lived Happily Ever After (1976),Comedy
209143,The Painting (2019),Animation|Documentary
209145,Liberté (2019),Drama
209147,The Carpet of Horror (1962),Crime|Horror
209151,Mao Zedong 1949 (2019),(no genres listed)
209153,Happy Flight (2008),Comedy|Drama
209155,Santosh Subramaniam (2008),Action|Comedy|Romance
209157,We (2018),Drama
209159,Window of the Soul (2001),Documentary
209163,Bad Poems (2018),Comedy|Drama
209169,A Girl Thing (2001),(no genres listed)
209171,Women of Devil's Island (1962),Action|Adventure|Drama
